Category,Question,Answer
SCIENCE,"Named for a physicist, it's the amount of work done when 1 amp passes through 1 ohm of resistance for 1 second",a joule
HISTORY,"The Meech Lake Accord, which recognized this province as a distinct society, failed to win approval in 1990",Quebec Province
HISTORY,The 1967 World's Fair held in this city celebrated the city's 325th anniversary & Canada's centennial,Montreal
HISTORY,In 1874 Lt. Colonel George Arthur French became the first commissioner of this law enforcement agency,the Mounties
HISTORY,In 1534 this Frenchman became the first European to set foot on the Gaspe Peninsula & sail up the St. Lawrence River,Cartier
HISTORY,In 1670 this British firm was granted the charter to establish fur trading posts in Canada,Hudson Bay Company
HISTORY,In 1866 Henry Bergh founded the American Society for the Prevention of this (1)  (1) He also founded a similar society to protect children,Cruelty to Animals
HISTORY,"Judah Benjamin, an adviser to this man, was ""The Brains of the Confederacy"" (2)  (2) He fled to England & became a successful lawyer",Jefferson Davis
HISTORY,"Mathematician Hermann Minkowski combined space & time, laying groundwork for this theory (3)  (3) His brother Oskar found that diabetes originates in the pancreas",Theory of Relativity
HISTORY,Etienne Brule was the first European to see this second-largest Great Lake (4)  (4) And was killed by the tribe of the same name,Huron
HISTORY,A WWII battleship sunk in Uruguay was named for this German graf (5)  (5) Who lost the WWI Battle of the Falklands & drowned,Spee
LITERACY,Jo's older sister (3),Meg
LITERACY,Noted novelist Norman (6),Mailer
LITERACY,"Rikki-Tikki-Tavi, for example (8)",Mongoose
LITERACY,"Dastardly deed ""in the Cathedral"" (6)",Murder
LITERACY,Wilkie Collins' gem (9),Moonstone
SCIENCE,"Born in Germany in 1879, he fled to America in 1932 & became a U.S. citizen in 1940",Einstein
SCIENCE,"(<a href=""http://www.j-archive.com/media/2008-05-02_J_07.jpg"" target=""_blank"">Kelly of the Clue Crew reports from the NASA White Sands Test Facility in New Mexico.</a>)  To develop U.S. rockets like the Redstone, many German scientists were brought to America after World War II, including <a href=""http://www.j-archive.com/media/2008-05-02_J_07a.jpg"" target=""_blank"">this</a> chief designer of the Saturn V",(Wernher) von Braun
SCIENCE,He published his quantum theory in 1900 while a professor of physics in Berlin,(Max) Planck
SCIENCE,He became president of the Royal Society in 1703 & was reelected annually until his death in 1727,(Sir Isaac) Newton
SCIENCE,His uncertainty principle says a particle's position & momentum can't be known simultaneously,Heisenberg
HISTORY,"Circled 7 times by the Israelites in Joshua, it's said to be the world's oldest walled city",Jericho
HISTORY,"During the Boer War, this future British prime minister escaped from a prison camp in Pretoria",Winston Churchill
HISTORY,"In May 1502, with his son Ferdinand, he set sail on his fourth & last transatlantic voyage",Christopher Columbus
HISTORY,"She claimed that St. Catherine, St. Margaret, & St. Michael told her to free the city of Orleans from the English",Joan of Arc
HISTORY,"This ""Great"" czar, born in 1672, was prone to violent anger & sometimes beat his subordinates with a stick",Peter the Great
HISTORY,"This generalissimo from El Ferrol, Spain was often known simply as El Caudillo -- ""The Leader""",Francisco Franco
LITERACY,Jing-Mei Woo & 6 other women  (1989),The Joy Luck Club
LITERACY,Nick Carraway  (1925),The Great Gatsby
LITERACY,Phillip Pirrip (1860),Great Expectations
LITERACY,Stingo (1979),Sophie's Choice
LITERACY,Ponyboy Curtis (1967),The Outsiders
LITERACY,"This fishing port is the setting for Kipling's ""Captains Courageous"" & the wreck of the Hesperus was nearby","Gloucester, Massachusetts"
HISTORY,"After his 1859 hanging, Civil War troops sang of this abolitionist's body ""mouldering in the grave""",John Brown
HISTORY,In 1913 the 16th Amendment was passed allowing Congress to collect taxes on this,Income
HISTORY,"Plessy vs. Ferguson, which upheld segregation, was overturned by this 1954 case",Brown v. Board of Education
HISTORY,"During WWII America won its 1st major victory over Japan in this naval battle, about 1,200 miles from Hawaii",Midway
HISTORY,"Bushrod, the favorite nephew of this president, became a Supreme Court justice in 1798",George Washington
LITERACY,"This Mark Twain character says that ""Aunt Sally she's going to adopt me and sivilize me, and I can't stand it""",Huck Finn
HISTORY,It was joystick to the world in 1977 when this company released its 2600 system,Atari
LITERACY,"In this author's ""The Cask of Amontillado "", Montresor narrates his own revenge on Fortunato",(Edgar Allan) Poe
HISTORY,"In 1984 this 76er & Larry Bird went ""one-on-one"" for the Commodore 64",Dr. J
LITERACY,"The narrator of David Foster Wallace's ""The Pale King"" battles boredom at this agency's Regional Examination Center",the IRS
HISTORY,id Software says hardcore PC games went mainstream in 1994 when it unleashed this fatal-sounding game,Doom
LITERACY,Oliver Barrett IV narrates this 1970 novel about his romance & marriage to Jenny Cavilleri,Love Story
HISTORY,"OK chums, Deathwing the Dragon has caused a ""cataclysm"" on Azeroth in a 2010 expansion of this massive game",World of Warcraft
LITERACY,Both Nelly Dean & Mr. Lockwood provide narration about Heathcliff & the denizens of his manor in this 1847 novel,Wuthering Heights
HISTORY,"In December 2002 Will Wright moved these virtual people ""online""",the Sims
HISTORY,"The largest horde this Mongol leader who died in 1227 ever assembled was less than 240,000 men",Genghis Khan
HISTORY,"On Nov. 8, 2004 U.S. & Iraqi forces entered this Sunni city of 300,000 beginning a firece battle",Fallujah
HISTORY,"In 774 this Frank took the crown of Desiderius, the last king of the Lombards",Charlemagne
HISTORY,It declared its independence in January of 1822 at Epidauros but still had to fight for 7 years,Greece
HISTORY,"A participant in WWI's First Battle of the Marne was the BEF, short for this",British Expeditionary Force
LITERACY,"2 old Quakers, Captain Peleg & Captain Bildad, are part-owners of the Pequod in this 1851 novel",Moby Dick
LITERACY,"In this novel, d'Artagnan, a native of Gascony, is described as ""Don Quixote at 18""",The Three Musketeers
LITERACY,"In ""Good Wives"", the second part of this novel, Aunt March dies & leaves her home, Plumfield, to Jo",Little Women
LITERACY,"William Makepeace Thackeray wrote that ""Some of the love passages"" of this Charlotte Bronte work ""made me cry""",Jane Eyre
LITERACY,"In a Thomas Hardy novel, grain merchant Michael Henchard serves in this title political office",The Mayor of Casterbridge
LITERACY,Porthos & his pals             (10),Musketeers
LITERACY,Flirtatious floozy Flanders             (4),Moll
LITERACY,"We've seen ""The Last Of"" them               (8)",Mohicans
LITERACY,"Transformation, for Kafka              (13)",Metamorphosis
LITERACY,Rebecca resided there              (9),Manderley
LITERACY,A brutal 1959 mass murder was the basis of this Truman Capote nonfiction novel,In Cold Blood
LITERACY,A battle to keep a girl from the clutches of Satan takes place in this William Peter Blatty novel that turned heads in '71,The Exorcist
LITERACY,"In this Tom Robbins novel, Sissy Hankshaw is born with enormous thumbs & hitchhikes across America",Even Cowgirls Get the Blues 
LITERACY,One of the 2 Erskine Caldwell novels of the 1930s that were censored for their portrayals of poor whites,Tobacco Road (or God's Little Acre)
LITERACY,"This American's stories like ""Will You Please Be Quiet, Please?"" are in a style some have called K-Mart Realism",Raymond Carver
LITERACY,This J.D. Salinger novel covers two days in the life of Holden Caufield,Catcher in the Rye
LITERACY,"At the end of ""Moby Dick"", this ship sinks & Ishmael is the lone survivor",Pequod
LITERACY,"In a 1947 novelette, he told of a great pearl, how it was found & how it was lost again",John Steinbeck
LITERACY,"Part of this poet's autobiography was reprinted in 1955 as ""Prairie-Town Boy""",Carl Sandburg
LITERACY,"His story, ""The Short Happy Life of Francis Macomber"", was first published in Cosmopolitan magazine in 1936",Ernest Hemingway
LITERACY,"This treacherous pirate in ""Treasure Island"" has a pet parrot named Captain Flint",Long John Silver
LITERACY,A gray spider named Charlotte brings about a series of miracles to keep this pig from the butcher's knife,Wilbur
LITERACY,This ex-CIA agent who's in search of his identity has appeared in 3 novels by Robert Ludlum & 2 by Eric Van Lustbader,(Jason) Bourne
LITERACY,Tom Sawyer saw him murder Dr. Robinson in the cemetery & testified against him in court,Injun Joe
LITERACY,This E.L. Doctorow title character joins Dutch Schultz's gang as a 15-year-old in 1930s New York City,Billy Bathgate
HISTORY,John XII was only about 18 when he was elected to this office in 955--that's a big step up from altar boy,Pope
HISTORY,"In 2005 CT scans confirmed that this ""boy king"" was about 19 when he was mummified",Tutankhamen
HISTORY,She was around 16 when she led the French troops that raised the Siege of Orleans,Joan of Arc
HISTORY,"At 14, this future ""Old Hickory"" was captured & wounded by the British during the Revolution",Andrew Jackson
HISTORY,Mary Shelley was just 19 when she wrote this horror classic,Frankenstein
LITERACY,"Color of Hudson's ""Mansions"" or Williams' ""Corn"" (5)",green
LITERACY,"""Tuesday's child is full of"" it (5)",grace
LITERACY,"Nokomis lived ""by the shores of"" it (6, 5)",Gitchy Goomy
LITERACY,"He foisted ""Faust"" upon us in 1808 (6)",Goethe
LITERACY,Danish historian Saxo (11),Grammaticus
HISTORY,"Later to help start the Chinese Communist Party, he once worked as a library assistant at Peking University",Mao
HISTORY,In 1949 advancing Communist forces trapped the British naval vessel H.M.S. Amethyst in this river,the Yangtze
HISTORY,This brewery city in Shantung province was primarily built by the Germans starting in 1898,Tsingtao
HISTORY,"(<a href=""http://www.j-archive.com/media/2008-02-04_DJ_29.jpg"" target=""_blank"">Jeff Probst delivers the clue from Zhelin Lake.</a>) Zhelin Lake is near Nanchang, where in 1927 the Communists fought this man's Nationalist forces",Chiang Kai-shek
HISTORY,"Big newsmakers in 1954, Quemoy & this island off of Red China are still held by Taiwan today",Matsu
LITERACY,This wartime thriller about a German sub inspired a classic 1981 foreign movie,Das Boot
LITERACY,A young lawyer defends a black Vietnam hero who murdered white rapists in this first John Grisham legal thriller,A Time to Kill
LITERACY,"2005's ""Marker"" is the 25th medical thriller from this bestselling physician/author",Robin Cook
LITERACY,"(<a href=""http://www.j-archive.com/media/2006-05-03_DJ_04.jpg"" target=""_blank"">Sarah of the Clue Crew strolls through Gorky Park, Moscow, Russia.</a>)  A 1981 thriller by <a href=""http://www.j-archive.com/media/2006-05-03_DJ_04a.jpg"" target=""_blank"">this</a> author opens with the discovery of 3 faceless corpses here in the title setting, Moscow's Gorky Park",Martin Cruz Smith
LITERACY,"FBI agent Alex Cross tangles with villains known as the Wolf & the Weasel in his ""London Bridges""",James Patterson
LITERACY,"The hero of this Mark Twain novel calls himself ""A Yankee of the Yankees....and nearly barren of sentiment""","""A Connecticut Yankee in King Arthur's Court"""
LITERACY,"In his 1913 novel ""Sons And Lovers"", Miriam is based on his close friend Jessie Chambers",D.H. Lawrence
LITERACY,"John Updike called this author's ""The Metamorphosis"" ""An indubitable masterpiece""",Franz Kafka
LITERACY,"Written in 1900, ""In the Ravine"" is one of this Russian playwright's finest stories",Anton Chekhov
LITERACY,Wamba is a brave jester who risks his life to save his master Cedric in this Sir Walter Scott novel,"""Ivanhoe"""
SCIENCE,In 1585 Dutch mathematician Simon Stevin first converted fractions to this format,decimals
SCIENCE,In 1582 much of Europe switched to this calendar after dropping 10 days from October,Gregorian Calendar
SCIENCE,In 1569 this Flemish geographer developed a map of the world in which Greenland looks bigger than Africa,Gerardus Mercator
SCIENCE,This tube connecting the ear and the throat was named for the scientist who illustrated it in 1552,Eustachian tube
SCIENCE,"He died on May 24, 1543, just after receiving the first copy of his book ""On the Revolutions of Heavenly Bodies""",Nicolaus Copernicus
